label Group numOtus Otu001 Otu002 Otu003 Otu004 Otu005 Otu006 Otu007 Otu008 Otu009 Otu010 Otu011 Otu012 Otu013 Otu014 Otu015 Otu016 Otu017 Otu018 Otu019 Otu020 Otu021 Otu022 Otu023 Otu024 Otu025 Otu026 Otu027 Otu028 Otu029 Otu030 Otu031 Otu032 Otu033 Otu034 Otu035 Otu036 Otu037 Otu038 Otu039 Otu040 Otu041 Otu042 Otu043 Otu044 Otu045 Otu046 Otu047 Otu048 Otu049 Otu050 Otu051 Otu052 Otu053 Otu054 Otu055 Otu056 Otu057 Otu058 Otu059 Otu060 Otu061 Otu062 Otu063 Otu064 Otu065 Otu066 Otu067 Otu068 Otu069 Otu070 Otu071 Otu072 Otu073 Otu074 Otu075 Otu076 Otu077 Otu078 Otu079 Otu080 Otu081 Otu082 Otu083 Otu084 Otu085 Otu086 Otu087 Otu088 Otu089 Otu090 Otu091 Otu092 Otu093 Otu094 Otu095 Otu096 Otu097 Otu098 Otu099 Otu100 Otu101 Otu102 Otu103 Otu104 Otu105 Otu106 Otu107 Otu108 Otu109 Otu110 Otu111 Otu112 Otu113 Otu114 Otu115 Otu116 Otu117 Otu118 Otu119 Otu120 Otu121 Otu122 Otu123 Otu124 Otu125 Otu126 Otu127 Otu128 Otu129 Otu130 Otu131 Otu132 Otu133 Otu134 Otu135 Otu136 Otu137 Otu138 Otu139 Otu140 Otu141 Otu142 Otu143 Otu144 Otu145 Otu146 Otu147 Otu148 Otu149 Otu150 Otu151 Otu152 Otu153 Otu154 Otu155 Otu156 Otu157 Otu158 Otu159 Otu160 Otu161 Otu162 Otu163 Otu164 Otu165 Otu166 Otu167 Otu168 Otu169 Otu170 Otu171 Otu172 Otu173 Otu174 Otu175 Otu176 Otu177 Otu178 Otu179 Otu180 Otu181 Otu182 Otu183 Otu184 Otu185 Otu186 Otu187 Otu188 Otu189 Otu190 Otu191 Otu192 Otu193 Otu194 Otu195 Otu196 Otu197 Otu198 Otu199 Otu200 Otu201 Otu202 Otu203 Otu204 Otu205 Otu206 Otu207 Otu208 Otu209 Otu210 Otu211 Otu212 Otu213 Otu214 Otu215 Otu216 Otu217 Otu218 Otu219 Otu220 Otu221 Otu222 Otu223 Otu224 Otu225 Otu226 Otu227 Otu228 Otu229 Otu230 Otu231 Otu232 Otu233 Otu234 Otu235 Otu236 Otu237 Otu238 Otu239 Otu240 Otu241 Otu242 Otu243 Otu244 Otu245 Otu246 Otu247 Otu248 Otu249 Otu250 Otu251 Otu252 Otu253 Otu254 Otu255 Otu256 Otu257 Otu258 Otu259 Otu260 Otu261 Otu262 Otu263 Otu264 Otu265 Otu266 Otu267 Otu268 Otu269 Otu270 Otu271 Otu272 Otu273 Otu274 Otu275 Otu276 Otu277 Otu278 Otu279 Otu280 Otu281 Otu282 Otu283 Otu284 Otu285 Otu286 Otu287 Otu288 Otu289 Otu290 Otu291 Otu292 Otu293 Otu294 Otu295 Otu296 Otu297 Otu298 Otu299 Otu300 Otu301 Otu302 Otu303 Otu304 Otu305 Otu306 Otu307 Otu308 Otu309 Otu310 Otu311 Otu312 Otu313 Otu314 Otu315 Otu316 Otu317 Otu318 Otu319 Otu320 Otu321 Otu322 Otu323 Otu324 Otu325 Otu326 Otu327 Otu328 Otu329 Otu330 Otu331 Otu332 Otu333 Otu334 Otu335 Otu336 Otu337 Otu338 Otu339 Otu340 Otu341 Otu342 Otu343 Otu344 Otu345 Otu346 Otu347 Otu348 Otu349 Otu350 Otu351 Otu352 Otu353 Otu354 Otu355 Otu356 Otu357 Otu358 Otu359 Otu360 Otu361 Otu362 Otu363 Otu364 Otu365 Otu366 Otu367 Otu368 Otu369 Otu370 Otu371 Otu372 Otu373 Otu374 Otu375 Otu376 Otu377 Otu378 Otu379 Otu380 Otu381 Otu382 Otu383 Otu384 Otu385 Otu386 Otu387 Otu388 Otu389 Otu390 Otu391 Otu392 Otu393 Otu394 Otu395 Otu396 Otu397 Otu398 Otu399 Otu400 Otu401 Otu402 Otu403 Otu404 Otu405 Otu406 Otu407 Otu408 Otu409 Otu410 Otu411 Otu412 Otu413 Otu414 Otu415 Otu416 Otu417 Otu418 Otu419 Otu420 Otu421 Otu422 Otu423 Otu424 Otu425 Otu426 Otu427 Otu428 Otu429 Otu430 Otu431 Otu432 Otu433 Otu434 Otu435 Otu436 Otu437 Otu438 Otu439
1 1-1w 439 3424 31 513 1899 21 30 3 394 14 7 1846 38293 3 37380 1 121 5 7 2 1 2 2 0 95 0 4 9 1 0 190 5136 5544 3 0 143 2 0 1 44 3 168 0 1 0 0 24 59 0 2 175 1 0 0 1 0 0 1 0 4 0 3 0 14 11 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 2 0 0 0 36 0 0 252 0 22 0 0 0 0 0 0 0 0 0 1104 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1 1-M 439 21 18571 3599 2905 5 12 2370 15 9405 11756 4 337 822 144 707 50 8530 9 2 2761 2074 0 12 177 77 3489 21154 249 1950 2 6 1285 2529 857 2 5 0 0 32 3497 3 866 120 52 2409 63 177 154 1778 0 46 1 0 363 0 19 915 0 5112 25 2702 0 0 0 38 0 0 345 757 51 2 14 606 139 0 146 468 433 144 0 129 85 1 9 0 8 0 0 0 0 0 89 87 3 59 0 0 0 0 0 60 0 0 13 49 0 214 78 0 0 6 52 0 14 38 0 0 2 43 7 15 1 0 0 0 0 0 78 0 0 1 0 0 84 3 6 24 45 0 63 0 3 0 0 0 0 0 0 0 0 3 0 0 57 0 0 14 0 0 0 0 0 29 0 1 4 1 13 3 0 17 1 4 23 15 19 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 6 0 5 5 0 0 0 0 9 4 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 3 0 13 0 0 0 0 0 36 0 0 0 0 0 0 0 6 0 0 0 3 9 1 0 9 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 11-M 439 12 31592 1410 16013 9194 33 3111 118 8449 5249 1 15 260 83 4 104 19457 7 0 1913 0 0 703 17 8 0 3 1 5376 2 545 192 2658 1176 0 0 0 0 4 491 0 1311 32 116 3743 26 206 0 1419 0 10 0 1254 654 0 3 361 0 2395 0 735 0 0 0 181 0 0 0 234 0 38 1 179 27 326 0 49 0 122 0 0 13 0 4 0 112 0 0 0 547 0 32 0 36 0 0 0 0 3 187 0 0 138 1 0 0 25 55 0 0 0 0 0 12 10 0 13 0 0 2 0 0 28 0 0 0 0 0 0 0 0 0 0 0 4 33 0 0 2 16 0 0 0 5 0 0 0 157 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 6 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 14-1w 439 13554 9736 703 32 21752 12676 9159 41 2 4 0 2 0 59 134 4 1 6057 0 3489 0 0 0 84 127 2 0 0 1 3 0 66 0 0 0 1 0 0 112 1 14 0 0 0 0 1 108 0 1 0 1 0 156 0 2 117 0 0 2 0 23 0 0 0 0 0 0 0 0 3 0 0 0 144 0 0 0 0 0 5 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 157 0 0 0 0 2 488 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 12 2 0 0 0 1 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 14-M 439 749 19053 614 2927 25096 24 1181 262 2537 968 4 115 1087 81 11116 48 2011 81 4133 499 4502 0 3948 163 40 2204 0 3941 700 0 0 145 35 1471 0 0 1 0 109 714 1 35 1135 937 241 381 5 159 142 2 1 503 1264 61 0 22 35 828 0 227 244 0 0 1 74 11417 156 17 0 10 0 9 229 30 123 0 477 29 56 0 609 90 0 8 178 6 2 0 0 6 524 111 7 9 35 0 0 0 3 43 22 5865 5 365 125 1 48 47 51 73 128 38 0 13 2 0 36 9 47 4 10 0 6 0 0 0 6 9 0 7 1 0 0 0 0 3 10 389 4 1 0 3 0 8 2 47 0 0 1 0 13 0 0 15 6 0 25 0 0 30 87 0 4 0 2 0 0 0 1 0 0 0 9 0 0 0 1 0 28 0 0 0 0 0 3 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 6 0 0 0 0 0 0 0 0 2 32 0 11 0 0 34 0 0 0 0 10 0 2 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 70 1 0 0 0 0 0 0 2 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 16-1w 439 18 45 5 12 19 100624 4 7832 3 4 3234 50002 0 56 2 2 1 514 2 1 0 1 0 117 0 1 0 1 1 51 0 2 3 0 11155 0 0 0 188 0 3 0 0 0 0 12 2 0 0 0 0 0 0 0 1793 1 0 0 0 0 0 0 243 66 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13735 0 0 0 0 0 0 0 0 0 0 2 0 0 0 7 0 0 1 0 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 16-M 439 188 92376 2880 194 53 48 6448 695 2045 5772 0 12 4101 2014 38144 4 10052 30 4 3533 9268 0 0 110 256 25 451 3 37 2 20 1843 2339 1016 5 5 0 7229 40 282 5 101 712 64 32 135 111 10 1446 4 139 1 2700 389 0 71 442 0 135 484 71 2 1 4 261 263 0 172 1558 38 26 136 20 316 2406 450 600 6 91 0 142 46 0 22 243 167 0 0 0 41 0 195 2 40 1123 0 0 802 11 10 199 0 0 10 2 0 0 67 810 119 0 241 0 240 21 0 1 271 139 2 4 0 0 1 0 0 0 0 0 0 3 1 0 12 1 62 20 0 0 28 0 0 0 3 10 0 0 0 0 0 10 0 0 23 0 0 143 0 0 15 0 11 0 0 0 0 0 91 0 0 5 0 0 32 63 20 0 1 0 0 0 0 4 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 22 0 6 4 0 0 92 0 2 0 0 54 0 0 0 9 0 91 1 0 0 6 0 0 0 0 0 0 10 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 17-1w 439 8529 28882 9 33 50 13 507 202 22 11 1 2 1 103031 6 2 1 2 1 5 4 0 6 34 76 1 4 2 1 1 16 2 1 2 6 2 1 0 0 2 213 2 0 1 3 2 0 0 1 0 0 0 1 1 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 46 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 3 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 17 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 17-M 439 963 28599 4931 4747 12119 3131 2492 139 5405 3670 31 2761 1486 11334 222 81 3848 436 4779 1717 8193 2 3382 160 487 1126 8080 4794 2363 5 162 464 3483 310 1 828 601 1 111 652 29 766 847 1273 1747 1434 91 2280 270 2 13 413 120 1233 69 43 107 529 66 439 522 0 0 4 1245 85 323 7 388 75 20 15 178 54 410 0 57 96 97 9 205 284 112 5 68 24 0 288 4 171 57 304 88 136 111 0 0 2 85 546 112 0 15 63 334 245 250 45 233 239 855 9 0 36 20 0 13 7 73 0 0 0 221 7 0 0 0 81 0 9 2 2207 0 26 0 111 12 10 1 0 127 12 0 482 0 0 0 27 0 0 7 0 0 52 2 9 10 0 0 16 3 52 0 0 0 0 0 0 15 0 1 56 0 0 0 0 0 0 0 3 0 0 0 0 0 3 0 248 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 18 1 5 0 0 0 0 8 0 0 1 0 33 0 1 204 0 42 70 2 0 0 0 0 84 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 97 0 0 0 0 1 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 18-1w 439 2598 4367 5 9500 81624 123 219 671 1 4 2 1 1 28254 2 201 4 277 3 0 0 7 1 101 13 0 0 1 0 7 168 0 0 0 294 0 1 0 125 0 103 1 0 0 0 3 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 3 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 18 2 22 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 402 0 0 0 0 0 0 0 1 0 7 0 0 0 0 0 0 0 6 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
